year,sending_country_iso,receiving_country_iso,participants
2018,PA,PL,1
2018,PE,BE,1
2018,PE,CZ,2
2018,PE,ES,2
2018,PE,FI,3
2018,PE,PL,1
2018,PE,RO,1
2018,PE,UK,4
2018,PG,CZ,1
2018,PG,ES,2
2018,PH,AT,1
2018,PH,BE,2
2018,PH,DE,2
2018,PH,ES,4
2018,PH,FI,3
2018,PH,IT,3
2018,PH,PL,4
2018,PK,AT,1
2018,PK,CY,3
2018,PK,DE,5
2018,PK,ES,8
2018,PK,FR,5
2018,PK,TR,15
2018,PK,UK,1
2018,PL,AL,5
2018,PL,AM,3
2018,PL,AT,227
2018,PL,AU,2
2018,PL,AZ,1
2018,PL,BA,10
2018,PL,BE,283
2018,PL,BG,104
2018,PL,BY,2
2018,PL,CM,1
2018,PL,CN,2
2018,PL,CY,78
2018,PL,CZ,524
2018,PL,DE,1485
2018,PL,DK,121
2018,PL,EE,51
2018,PL,EG,6
2018,PL,EL,456
2018,PL,ES,2219
2018,PL,FI,151
2018,PL,FR,909
2018,PL,GE,21
2018,PL,HR,270
2018,PL,HU,213
2018,PL,ID,3
2018,PL,IE,76
2018,PL,IL,22
2018,PL,IS,17
2018,PL,IT,1362
2018,PL,JO,9
2018,PL,LB,2
2018,PL,LI,1
2018,PL,LT,133
2018,PL,LU,53
2018,PL,LV,48
2018,PL,MA,10
2018,PL,MD,1
2018,PL,ME,3
2018,PL,MK,22
2018,PL,MT,52
2018,PL,NL,351
2018,PL,NO,184
2018,PL,PL,2
2018,PL,PT,1392
2018,PL,RO,105
2018,PL,RS,33
2018,PL,RU,41
2018,PL,SE,116
2018,PL,SI,154
2018,PL,SK,235
2018,PL,TH,1
2018,PL,TR,242
2018,PL,UA,10
2018,PL,UK,401
2018,PL,US,4
2018,PL,VN,1
2018,PL,XK,3
2018,PL,ZA,1
2018,PS,AT,4
2018,PS,BE,4
2018,PS,CZ,3
2018,PS,DE,15
2018,PS,DK,7
2018,PS,EE,2
2018,PS,EL,1
2018,PS,ES,28
2018,PS,FI,4
2018,PS,FR,7
2018,PS,IS,2
2018,PS,IT,33
2018,PS,LT,1
2018,PS,MT,5
2018,PS,NL,1
2018,PS,NO,12
2018,PS,PT,3
2018,PS,SE,5
2018,PS,TR,8
2018,PS,UK,28
2018,PT,AM,1
2018,PT,AT,153
2018,PT,AU,6
2018,PT,BA,2
2018,PT,BE,290
2018,PT,BG,74
2018,PT,CY,21
2018,PT,CZ,564
2018,PT,DE,584
2018,PT,DK,102
2018,PT,DZ,1
2018,PT,EE,61
2018,PT,EL,151
2018,PT,ES,1622
2018,PT,FI,143
2018,PT,FR,420
2018,PT,GE,3
2018,PT,HR,129
2018,PT,HU,305
2018,PT,IE,65
2018,PT,IL,5
2018,PT,IS,9
2018,PT,IT,1192
2018,PT,JO,4
2018,PT,JP,1
2018,PT,KR,1
2018,PT,LT,176
2018,PT,LU,12
2018,PT,LV,50
2018,PT,MA,2
2018,PT,MD,3
2018,PT,ME,5
2018,PT,MK,3
2018,PT,MT,19
2018,PT,NL,399
2018,PT,NO,89
2018,PT,PL,1157
2018,PT,PS,1
2018,PT,PT,3
2018,PT,RO,234
2018,PT,RS,3
2018,PT,RU,7
2018,PT,SE,124
2018,PT,SI,200
2018,PT,SK,161
2018,PT,TN,2
2018,PT,TR,32
2018,PT,UA,4
2018,PT,UK,344
2018,PT,US,4
2018,PT,XK,4
2018,PY,DE,7
2018,PY,ES,2
2018,PY,UK,4
2018,RO,AM,2
2018,RO,AR,1
2018,RO,AT,93
2018,RO,BA,9
2018,RO,BE,149
2018,RO,BG,47
2018,RO,BW,1
2018,RO,CA,1
2018,RO,CL,5
2018,RO,CN,10
2018,RO,CU,4
2018,RO,CY,19
2018,RO,CZ,143
2018,RO,DE,460
2018,RO,DK,97
2018,RO,EE,9
2018,RO,EL,263
2018,RO,ES,550
2018,RO,FI,39
2018,RO,FR,609
2018,RO,GE,2
2018,RO,HR,32
2018,RO,HU,443
2018,RO,ID,1
2018,RO,IE,23
2018,RO,IL,3
2018,RO,IR,1
2018,RO,IS,6
2018,RO,IT,590
2018,RO,JP,5
2018,RO,KH,1
2018,RO,KR,1
2018,RO,LT,47
2018,RO,LU,1
2018,RO,LV,17
2018,RO,MA,3
2018,RO,MD,5
2018,RO,ME,1
2018,RO,MK,7
2018,RO,MT,18
2018,RO,MU,2
2018,RO,MX,2
2018,RO,NL,110
2018,RO,NO,16
2018,RO,PL,392
2018,RO,PT,304
2018,RO,RS,10
2018,RO,RU,24
2018,RO,SE,23
2018,RO,SI,23
2018,RO,SK,60
2018,RO,TR,174
2018,RO,UA,1
2018,RO,UK,134
2018,RO,US,5
2018,RO,ZA,2
2018,RS,AT,29
2018,RS,BE,7
2018,RS,BG,19
2018,RS,CY,3
2018,RS,CZ,30
2018,RS,DE,150
2018,RS,DK,4
2018,RS,EE,8
2018,RS,EL,14
2018,RS,ES,132
2018,RS,FI,17
2018,RS,FR,58
2018,RS,HR,14
2018,RS,HU,49
2018,RS,IS,3
2018,RS,IT,86
2018,RS,LI,1
2018,RS,LT,17
2018,RS,LV,8
2018,RS,MT,1
2018,RS,NL,8
2018,RS,NO,16
2018,RS,PL,90
2018,RS,PT,28
2018,RS,RO,30
2018,RS,SE,25
2018,RS,SI,10
2018,RS,SK,30
2018,RS,TR,5
2018,RS,UK,8
2018,RU,AT,39
2018,RU,BE,25
2018,RU,BG,25
2018,RU,CY,2
2018,RU,CZ,73
2018,RU,DE,240
2018,RU,DK,23
2018,RU,EE,17
2018,RU,EL,20
2018,RU,ES,140
2018,RU,FI,28
2018,RU,FR,118
2018,RU,HR,18
2018,RU,HU,33
2018,RU,IE,3
2018,RU,IS,1
2018,RU,IT,117
2018,RU,LI,2
2018,RU,LT,23
2018,RU,LU,1
2018,RU,LV,18
2018,RU,MT,4
2018,RU,NL,34
2018,RU,NO,18
2018,RU,PL,83
2018,RU,PT,25
2018,RU,RO,32
2018,RU,SE,19
2018,RU,SI,9
2018,RU,SK,20
2018,RU,TR,24
2018,RU,UK,82
2018,RW,BE,1
2018,RW,DE,6
2018,RW,IT,2
2018,SD,BG,1
2018,SD,DE,2
2018,SD,TR,3
2018,SE,AT,173
2018,SE,AU,6
2018,SE,BE,143
2018,SE,BG,3
2018,SE,BO,1
2018,SE,BR,2
2018,SE,CA,5
2018,SE,CO,1
2018,SE,CY,4
2018,SE,CZ,87
2018,SE,DE,507
2018,SE,DK,102
2018,SE,EE,7
2018,SE,EL,32
2018,SE,ES,453
2018,SE,FI,63
2018,SE,FR,588
2018,SE,GE,2
2018,SE,HR,13
2018,SE,HU,44
2018,SE,IE,132
2018,SE,IS,31
2018,SE,IT,345
2018,SE,JM,1
2018,SE,KZ,1
2018,SE,LB,3
2018,SE,LI,1
2018,SE,LK,2
2018,SE,LT,9
2018,SE,LU,4
2018,SE,LV,5
2018,SE,MA,1
2018,SE,MK,1
2018,SE,MM,3
2018,SE,MT,12
2018,SE,NL,465
2018,SE,NO,99
2018,SE,NZ,1
2018,SE,PL,36
2018,SE,PS,2
2018,SE,PT,140
2018,SE,RO,6
2018,SE,RS,1
2018,SE,RU,11
2018,SE,SG,3
2018,SE,SI,8
2018,SE,SK,4
2018,SE,TH,1
2018,SE,TR,28
2018,SE,TZ,1
2018,SE,UA,2
2018,SE,UK,629
2018,SE,US,4
2018,SE,VN,3
2018,SE,XK,1
2018,SG,ES,1
2018,SG,FR,2
2018,SG,PL,2
2018,SG,SE,3
2018,SG,UK,8
2018,SI,AT,155
2018,SI,AU,1
2018,SI,BA,2
2018,SI,BE,64
2018,SI,BG,2
2018,SI,CY,5
2018,SI,CZ,145
2018,SI,DE,262
2018,SI,DK,26
2018,SI,EE,17
2018,SI,EL,13
2018,SI,ES,209
2018,SI,FI,59
2018,SI,FR,88
2018,SI,HR,74
2018,SI,HU,14
2018,SI,IE,36
2018,SI,IS,9
2018,SI,IT,69
2018,SI,KR,1
2018,SI,LB,1
2018,SI,LI,1
2018,SI,LT,15
2018,SI,LU,1
2018,SI,LV,10
2018,SI,MA,2
2018,SI,MK,5
2018,SI,MT,14
2018,SI,NL,111
2018,SI,NO,32
2018,SI,PL,75
2018,SI,PT,195
2018,SI,RO,2
2018,SI,RS,2
2018,SI,RU,4
2018,SI,SE,49
2018,SI,SK,22
2018,SI,TR,14
2018,SI,UK,73
2018,SK,AM,2
2018,SK,AT,118
2018,SK,BA,1
2018,SK,BE,76
2018,SK,BG,17
2018,SK,CN,1
2018,SK,CU,2
2018,SK,CY,3
2018,SK,CZ,728
2018,SK,DE,219
2018,SK,DK,19
2018,SK,EE,41
2018,SK,EL,65
2018,SK,ES,256
2018,SK,FI,78
2018,SK,FR,115
2018,SK,HR,64
2018,SK,HU,135
2018,SK,IE,15
2018,SK,IL,1
2018,SK,IS,12
2018,SK,IT,175
2018,SK,JP,2
2018,SK,LK,2
2018,SK,LT,60
2018,SK,LU,1
2018,SK,LV,32
2018,SK,ME,2
2018,SK,MK,3
2018,SK,MT,8
2018,SK,NL,39
2018,SK,NO,29
2018,SK,NZ,1
2018,SK,PL,237
2018,SK,PT,218
2018,SK,RO,14
2018,SK,RS,14
2018,SK,RU,4
2018,SK,SE,12
2018,SK,SI,99
2018,SK,TR,29
2018,SK,UA,2
2018,SK,UK,67
2018,SN,ES,7
2018,SN,FR,2
2018,SN,IT,2
2018,SN,NL,2
2018,SN,PL,3
2018,SR,PL,3
2018,SV,ES,2
2018,SV,IE,2
2018,SV,IT,3
2018,SV,LT,2
2018,SV,SE,3
2018,SV,SI,1
2018,SY,DE,12
2018,SY,ES,3
2018,SY,HU,1
2018,SY,IT,7
2018,SY,PL,4
2018,SY,PT,3
2018,SY,SK,4
2018,TG,ES,3
2018,TH,AT,6
2018,TH,BE,1
2018,TH,CY,1
2018,TH,CZ,1
2018,TH,DE,27
2018,TH,EE,2
2018,TH,ES,8
2018,TH,FI,4
2018,TH,FR,10
2018,TH,HU,1
2018,TH,IS,1
2018,TH,IT,2
2018,TH,LU,1
2018,TH,NO,4
2018,TH,PL,4
2018,TH,SE,3
2018,TH,TR,5
2018,TH,UK,9
2018,TJ,AT,2
2018,TJ,CZ,2
2018,TJ,DE,4
2018,TJ,IT,5
2018,TJ,LT,1
2018,TJ,RO,3
2018,TL,PT,2
2018,TM,DE,2
2018,TN,BE,10
2018,TN,BG,9
2018,TN,CZ,1
2018,TN,DE,57
2018,TN,EL,12
2018,TN,ES,89
2018,TN,FI,4
2018,TN,FR,192
2018,TN,HU,4
2018,TN,IS,1
2018,TN,IT,63
2018,TN,LT,4
2018,TN,LV,8
2018,TN,NO,5
2018,TN,PL,16
2018,TN,PT,8
2018,TN,RO,4
2018,TN,SE,11
2018,TN,TR,9
2018,TR,AL,4
2018,TR,AT,172
2018,TR,AZ,5
2018,TR,BA,27
2018,TR,BE,259
2018,TR,BG,91
2018,TR,CN,1
2018,TR,CZ,772
2018,TR,DE,2162
2018,TR,DK,109
2018,TR,EE,92
2018,TR,EL,205
2018,TR,ES,976
2018,TR,FI,159
2018,TR,FR,588
2018,TR,HK,3
2018,TR,HR,112
2018,TR,HU,522
2018,TR,IE,33
2018,TR,IS,2
2018,TR,IT,1041
2018,TR,JO,2
2018,TR,JP,1
2018,TR,KR,5
2018,TR,LB,7
2018,TR,LT,602
2018,TR,LU,1
2018,TR,LV,211
2018,TR,MA,3
2018,TR,MD,2
2018,TR,ME,1
2018,TR,MK,39
2018,TR,MT,29
2018,TR,MY,3
2018,TR,NL,527
2018,TR,NO,23
2018,TR,PL,4318
2018,TR,PT,735
2018,TR,RO,653
2018,TR,RS,3
2018,TR,RU,17
2018,TR,SE,163
2018,TR,SI,248
2018,TR,SK,168
2018,TR,TN,7
2018,TR,TW,4
2018,TR,UA,9
2018,TR,UK,323
2018,TR,US,4
2018,TR,XK,8
2018,TT,ES,4
2018,TT,FR,2
2018,TW,AT,1
2018,TW,BE,1
2018,TW,BG,2
2018,TW,CZ,2
2018,TW,DE,5
2018,TW,DK,1
2018,TW,ES,8
2018,TW,FR,1
2018,TW,IT,4
2018,TW,LT,4
2018,TW,NL,2
2018,TW,NO,2
2018,TW,PL,1
2018,TW,RO,2
2018,TW,TR,2
2018,TZ,BE,2
2018,TZ,DE,8
2018,TZ,NL,3
2018,TZ,NO,1
2018,TZ,SE,2
2018,UA,AT,41
2018,UA,BE,8
2018,UA,BG,20
2018,UA,CY,6
2018,UA,CZ,46
2018,UA,DE,239
2018,UA,DK,16
2018,UA,EE,15
2018,UA,EL,14
2018,UA,ES,110
2018,UA,FI,25
2018,UA,FR,130
2018,UA,HR,24
2018,UA,HU,35
2018,UA,IE,2
2018,UA,IT,79
2018,UA,LT,24
2018,UA,LU,3
2018,UA,LV,29
2018,UA,MT,7
2018,UA,NL,38
2018,UA,NO,20
2018,UA,PL,142
2018,UA,PT,12
2018,UA,RO,25
2018,UA,SE,24
2018,UA,SI,7
2018,UA,SK,39
2018,UA,TR,28
2018,UA,UK,23
2018,UG,AT,2
2018,UG,EL,1
2018,UG,FI,3
2018,UG,IS,2
2018,UG,IT,6
2018,UG,NL,5
2018,UG,NO,2
2018,UG,PL,5
2018,UK,AM,2
2018,UK,AR,5
2018,UK,AT,354
2018,UK,AU,8
2018,UK,BE,370
2018,UK,BG,43
2018,UK,BR,3
2018,UK,CA,7
2018,UK,CL,6
2018,UK,CN,15
2018,UK,CO,1
2018,UK,CY,51
2018,UK,CZ,253
2018,UK,DE,2104
2018,UK,DK,346
2018,UK,EE,16
2018,UK,EG,1
2018,UK,EL,79
2018,UK,ES,3838
2018,UK,FI,181
2018,UK,FR,3620
2018,UK,GE,7
2018,UK,HK,9
2018,UK,HR,16
2018,UK,HU,71
2018,UK,ID,3
2018,UK,IE,381
2018,UK,IL,1
2018,UK,IN,8
2018,UK,IS,23
2018,UK,IT,1097
2018,UK,KE,1
2018,UK,KZ,4
2018,UK,LI,7
2018,UK,LT,23
2018,UK,LU,20
2018,UK,LV,15
2018,UK,MD,2
2018,UK,ME,1
2018,UK,MK,3
2018,UK,MT,116
2018,UK,MU,1
2018,UK,MX,7
2018,UK,MY,12
2018,UK,NL,1101
2018,UK,NO,271
2018,UK,NZ,1
2018,UK,PL,115
2018,UK,PT,264
2018,UK,RO,26
2018,UK,RU,37
2018,UK,SE,459
2018,UK,SG,6
2018,UK,SI,26
2018,UK,SK,19
2018,UK,TR,48
2018,UK,TZ,1
2018,UK,UA,1
2018,UK,US,9
2018,US,AT,2
2018,US,BE,5
2018,US,BG,1
2018,US,CZ,3
2018,US,DE,22
2018,US,DK,3
2018,US,EL,1
2018,US,ES,28
2018,US,FI,4
2018,US,FR,13
2018,US,HR,5
2018,US,HU,3
2018,US,IT,18
2018,US,NL,2
2018,US,NO,2
2018,US,PL,6
2018,US,PT,1
2018,US,RO,6
2018,US,SE,1
2018,US,TR,2
2018,US,UK,21
2018,UY,AT,1
2018,UY,ES,1
2018,UZ,AT,1
2018,UZ,BE,2
2018,UZ,CZ,2
2018,UZ,DE,8
2018,UZ,EE,4
2018,UZ,EL,1
2018,UZ,ES,7
2018,UZ,FR,2
2018,UZ,HR,3
2018,UZ,IT,27
2018,UZ,LT,1
2018,UZ,PL,4
2018,UZ,PT,3
2018,UZ,RO,6
2018,UZ,SE,5
2018,UZ,SI,1
2018,UZ,SK,2
2018,UZ,TR,3
2018,UZ,UK,2
2018,VE,FR,1
2018,VE,RO,1
2018,VN,AT,2
2018,VN,BE,8
2018,VN,BG,12
2018,VN,CZ,5
2018,VN,DE,50
2018,VN,DK,3
2018,VN,EE,3
2018,VN,ES,10
2018,VN,FI,2
2018,VN,FR,36
2018,VN,HU,12
2018,VN,IE,2
2018,VN,IT,82
2018,VN,LI,2
2018,VN,LT,2
2018,VN,NL,9
2018,VN,PL,13
2018,VN,PT,14
2018,VN,RO,4
2018,VN,SE,5
2018,VN,SK,3
2018,VN,UK,6
2018,XK,AT,18
2018,XK,CZ,17
2018,XK,DE,109
2018,XK,DK,5
2018,XK,FI,9
2018,XK,FR,9
2018,XK,HR,4
2018,XK,IS,1
2018,XK,IT,12
2018,XK,LT,5
2018,XK,LV,18
2018,XK,NL,5
2018,XK,NO,5
2018,XK,PL,20
2018,XK,PT,4
2018,XK,RO,1
2018,XK,SE,2
2018,XK,SI,1
2018,XK,SK,2
2018,XK,TR,25
2018,XK,UK,10
2018,ZA,BE,6
2018,ZA,CZ,3
2018,ZA,DE,12
2018,ZA,ES,16
2018,ZA,FI,3
2018,ZA,FR,18
2018,ZA,IE,2
2018,ZA,IT,10
2018,ZA,LV,1
2018,ZA,NL,1
2018,ZA,PL,2
2018,ZA,PT,2
2018,ZA,RO,1
2018,ZA,SE,1
2018,ZA,UK,2
2018,ZM,CZ,2
2018,ZM,ES,2
2018,ZM,FI,2
2018,ZM,PL,3
2018,ZM,UK,6
2019,AF,ES,5
2019,AF,IS,1
2019,AF,PL,2
2019,AL,AT,13
2019,AL,BG,29
2019,AL,CZ,11
2019,AL,DE,76
2019,AL,EE,8
2019,AL,EL,5
2019,AL,ES,55
2019,AL,FI,6
2019,AL,FR,23
2019,AL,HR,4
2019,AL,HU,11
2019,AL,IT,102
2019,AL,LT,3
2019,AL,LU,4
2019,AL,LV,10
2019,AL,NO,7
2019,AL,PL,41
2019,AL,PT,6
2019,AL,RO,18
2019,AL,SE,18
2019,AL,SI,2
2019,AL,SK,8
2019,AL,TR,29
2019,AL,UK,8
2019,AM,AT,9
2019,AM,BE,11
2019,AM,BG,10
2019,AM,CZ,2
2019,AM,DE,32
2019,AM,EE,4
2019,AM,EL,5
2019,AM,ES,61
2019,AM,FI,2
2019,AM,FR,35
2019,AM,HR,5
2019,AM,HU,5
2019,AM,IT,54
2019,AM,LT,6
2019,AM,LV,1
2019,AM,NO,5
2019,AM,PL,25
2019,AM,PT,14
2019,AM,RO,8
2019,AM,SE,10
2019,AM,TR,1
2019,AM,UK,6
2019,AO,HU,2
2019,AO,IT,1
2019,AR,DE,5
2019,AR,EL,1
2019,AR,ES,7
2019,AR,FI,1
2019,AR,FR,7
2019,AR,HU,4
2019,AR,IT,8
2019,AR,NO,4
2019,AR,PL,1
2019,AR,PT,2
2019,AR,SI,1
2019,AR,TR,3
2019,AR,UK,9
2019,AT,AL,1
2019,AT,AT,1
2019,AT,AU,2
2019,AT,BA,4
2019,AT,BE,217
2019,AT,BG,14
2019,AT,BY,1
2019,AT,CA,3
2019,AT,CL,1
2019,AT,CN,12
2019,AT,CU,1
2019,AT,CY,18
2019,AT,CZ,165
2019,AT,DE,1197
2019,AT,DK,235
2019,AT,EE,25
2019,AT,EL,61
2019,AT,ES,817
2019,AT,FI,306
2019,AT,FR,503
2019,AT,GE,6
2019,AT,HK,1
2019,AT,HR,54
2019,AT,HU,54
2019,AT,IE,205
2019,AT,IL,35
2019,AT,IR,1
2019,AT,IS,29
2019,AT,IT,484
2019,AT,JO,1
2019,AT,JP,1
2019,AT,KR,3
2019,AT,KZ,1
2019,AT,LI,6
2019,AT,LT,30
2019,AT,LU,10
2019,AT,LV,30
2019,AT,MK,3
2019,AT,MN,2
2019,AT,MT,12
2019,AT,MX,1
2019,AT,NA,2
2019,AT,NL,451
2019,AT,NO,230
2019,AT,NZ,1
2019,AT,PL,67
2019,AT,PT,212
2019,AT,RO,17
2019,AT,RS,11
2019,AT,RU,16
2019,AT,SE,379
2019,AT,SI,52
2019,AT,SK,29
2019,AT,TH,1
2019,AT,TN,1
2019,AT,TR,68
2019,AT,TW,3
2019,AT,UA,3
2019,AT,UK,362
2019,AT,US,7
2019,AT,VN,1
2019,AT,ZA,1
2019,AU,AT,1
2019,AU,BG,1
2019,AU,DE,7
2019,AU,DK,5
2019,AU,ES,2
2019,AU,FR,5
2019,AU,HR,1
2019,AU,IE,1
2019,AU,IT,12
2019,AU,LT,1
2019,AU,LU,1
2019,AU,NL,3
2019,AU,NO,1
2019,AU,SE,3
2019,AU,UK,1
2019,AZ,BG,8
2019,AZ,CZ,13
2019,AZ,DE,20
2019,AZ,DK,3
2019,AZ,EE,2
2019,AZ,EL,3
2019,AZ,ES,23
2019,AZ,FI,1
2019,AZ,FR,9
2019,AZ,HR,4
2019,AZ,HU,2
2019,AZ,IT,11
2019,AZ,LT,10
2019,AZ,LV,1
2019,AZ,NO,1
2019,AZ,PL,9
2019,AZ,PT,3
2019,AZ,RO,2
2019,AZ,SE,1
2019,AZ,SI,2
2019,AZ,TR,30
2019,AZ,UK,1
2019,BA,AT,11
2019,BA,BE,13
2019,BA,BG,2
2019,BA,CZ,27
2019,BA,DE,90
2019,BA,EE,4
2019,BA,EL,1
2019,BA,ES,78
2019,BA,FI,6
2019,BA,FR,53
2019,BA,HR,14
2019,BA,HU,7
2019,BA,IE,9
2019,BA,IS,1
2019,BA,IT,41
2019,BA,LI,2
2019,BA,LT,8
2019,BA,LV,8
2019,BA,NL,6
2019,BA,PL,42
2019,BA,PT,6
2019,BA,RO,14
2019,BA,SE,9
2019,BA,SI,5
2019,BA,SK,6
2019,BA,TR,26
2019,BA,UK,2
2019,BD,DK,2
2019,BD,ES,2
2019,BD,FI,4
2019,BD,IE,3
2019,BD,IT,3
2019,BD,LT,3
2019,BD,SI,4
2019,BE,AM,2
2019,BE,AT,210
2019,BE,AU,7
2019,BE,AZ,24
2019,BE,BA,3
2019,BE,BG,20
2019,BE,CA,7
2019,BE,CN,1
2019,BE,CY,41
2019,BE,CZ,163
2019,BE,DE,566
2019,BE,DK,231
2019,BE,EE,56
2019,BE,EL,76
2019,BE,ES,1424
2019,BE,FI,369
2019,BE,FR,1102
2019,BE,GE,1
2019,BE,HK,1
2019,BE,HR,54
2019,BE,HU,139
2019,BE,ID,1
2019,BE,IE,236
2019,BE,IL,4
2019,BE,IS,20
2019,BE,IT,641
2019,BE,JO,4
2019,BE,JP,4
2019,BE,LB,3
2019,BE,LI,2
2019,BE,LT,42
2019,BE,LU,165
2019,BE,LV,26
2019,BE,MD,1
2019,BE,MK,2
2019,BE,MT,65
2019,BE,NL,643
2019,BE,NO,254
2019,BE,PL,130
2019,BE,PT,395
2019,BE,RO,25
2019,BE,RS,1
2019,BE,RU,13
2019,BE,SE,403
2019,BE,SI,61
2019,BE,SK,15
2019,BE,TR,63
2019,BE,UK,615
2019,BE,VN,1
2019,BF,BE,2
2019,BF,FR,17
2019,BF,NL,2
2019,BG,AL,9
2019,BG,AM,2
2019,BG,AT,50
2019,BG,BE,37
2019,BG,BG,1
2019,BG,CN,1
2019,BG,CY,68
2019,BG,CZ,91
2019,BG,DE,289
2019,BG,DK,3
2019,BG,EE,10
2019,BG,EG,4
2019,BG,EL,256
2019,BG,ES,233
2019,BG,FI,10
2019,BG,FR,85
2019,BG,GE,2
2019,BG,HR,23
2019,BG,HU,13
2019,BG,IE,5
2019,BG,IT,144
2019,BG,JP,3
2019,BG,KR,3
2019,BG,LT,7
2019,BG,LV,16
2019,BG,MA,1
2019,BG,ME,3
2019,BG,MK,63
2019,BG,MT,124
2019,BG,NL,28
2019,BG,NO,5
2019,BG,PL,111
2019,BG,PT,90
2019,BG,RO,67
2019,BG,RS,31
2019,BG,RU,11
2019,BG,SE,3
2019,BG,SI,12
2019,BG,SK,16
2019,BG,TN,2
2019,BG,TR,101
2019,BG,TT,1
2019,BG,UA,5
2019,BG,UK,90
2019,BG,US,1
2019,BG,VN,2
2019,BG,XK,1
2019,BI,DE,1
2019,BJ,BE,1
2019,BJ,DE,6
2019,BJ,ES,6
2019,BJ,NL,1
2019,BO,AT,2
2019,BO,DE,2
2019,BO,ES,3
2019,BO,IT,1
2019,BO,RO,1
2019,BR,AT,3
2019,BR,BE,6
2019,BR,BG,1
2019,BR,CZ,3
2019,BR,DE,8
2019,BR,DK,1
2019,BR,ES,6
2019,BR,FI,3
2019,BR,FR,14
2019,BR,HU,1
2019,BR,IE,1
2019,BR,IT,13
2019,BR,NL,5
2019,BR,PL,3
2019,BR,RO,2
2019,BR,SE,2
2019,BR,SK,1
2019,BR,TR,1
2019,BR,UK,16
2019,BT,BE,2
2019,BT,CZ,4
2019,BT,DE,3
2019,BT,ES,9
2019,BT,FR,2
2019,BT,HU,2
2019,BT,IT,3
2019,BT,NL,2
2019,BT,PL,8
2019,BT,PT,1
2019,BT,SE,4
2019,BT,SK,1
2019,BY,AT,3
2019,BY,CZ,5
2019,BY,DE,53
2019,BY,EE,3
2019,BY,EL,3
2019,BY,ES,39
2019,BY,FI,10
2019,BY,HU,3
2019,BY,IE,2
2019,BY,IT,16
2019,BY,LT,12
2019,BY,LV,9
2019,BY,MT,1
2019,BY,PL,18
2019,BY,PT,9
2019,BY,RO,4
2019,BY,SI,3
2019,BY,SK,10
2019,BY,TR,3
2019,BY,UK,7
2019,BZ,ES,2
2019,CA,AT,2
2019,CA,BE,3
2019,CA,CZ,2
2019,CA,DE,21
2019,CA,DK,4
2019,CA,EL,1
2019,CA,ES,17
2019,CA,FI,3
2019,CA,FR,15
2019,CA,HR,2
2019,CA,HU,2
2019,CA,IT,5
2019,CA,NL,1
2019,CA,PL,4
2019,CA,RO,1
2019,CA,SE,4
2019,CA,TR,2
2019,CA,UK,9
2019,CD,BE,2
2019,CD,ES,2
2019,CI,DE,9
2019,CI,ES,21
2019,CI,FR,11
2019,CL,AT,2
2019,CL,BE,1
2019,CL,DE,15
2019,CL,DK,6
2019,CL,ES,4
2019,CL,FI,2
2019,CL,FR,6
2019,CL,HR,1
2019,CL,NL,4
2019,CL,UK,3
2019,CM,BE,2
2019,CM,DE,17
2019,CM,ES,2
2019,CM,FR,2
2019,CM,IT,3
2019,CM,PL,4
2019,CN,AT,12
2019,CN,BE,13
2019,CN,BG,11
2019,CN,CY,1
2019,CN,CZ,10
2019,CN,DE,46
2019,CN,DK,4
2019,CN,EL,14
2019,CN,ES,40
2019,CN,FR,27
2019,CN,HR,6
2019,CN,HU,4
2019,CN,IE,3
2019,CN,IT,27
2019,CN,LT,12
2019,CN,MT,3
2019,CN,NL,2
2019,CN,NO,3
2019,CN,PL,41
2019,CN,PT,7
2019,CN,RO,5
2019,CN,SE,2
2019,CN,SI,12
2019,CN,SK,3
2019,CN,TR,2
2019,CN,UK,28
2019,CO,BE,1
2019,CO,CZ,3
2019,CO,DE,3
2019,CO,DK,1
2019,CO,ES,6
2019,CO,FR,2
2019,CO,HU,2
2019,CO,IT,9
2019,CO,NL,7
2019,CO,PL,3
2019,CO,PT,2
2019,CO,RO,2
2019,CO,SE,1
2019,CO,TR,3
2019,CO,UK,5
2019,CR,AT,3
2019,CR,DE,2
2019,CR,ES,3
2019,CR,PL,1
2019,CU,AT,2
2019,CU,CZ,1
2019,CU,DE,4
2019,CU,ES,6
2019,CU,IT,6
2019,CU,NL,1
2019,CU,NO,1
2019,CU,PL,1
2019,CU,PT,1
2019,CU,SK,2
2019,CU,TR,2
2019,CV,ES,3
2019,CY,AT,7
2019,CY,BE,22
2019,CY,BG,6
2019,CY,CZ,20
2019,CY,DE,14
2019,CY,DK,4
2019,CY,EE,2
2019,CY,EL,249
2019,CY,ES,43
2019,CY,FI,7
2019,CY,FR,14
2019,CY,HU,14
2019,CY,IE,3
2019,CY,IS,1
2019,CY,IT,27
2019,CY,LT,4
2019,CY,LV,1
2019,CY,MT,2
2019,CY,NL,20
2019,CY,PL,11
2019,CY,PT,13
2019,CY,RO,3
2019,CY,RU,1
2019,CY,SE,5
2019,CY,SI,3
2019,CY,SK,2
2019,CY,UK,28
2019,CZ,AL,2
2019,CZ,AT,362
2019,CZ,AU,3
2019,CZ,AZ,1
2019,CZ,BA,11
2019,CZ,BE,246
2019,CZ,BG,29
2019,CZ,BY,4
2019,CZ,CA,9
2019,CZ,CL,1
2019,CZ,CO,1
2019,CZ,CY,33
2019,CZ,DE,793
2019,CZ,DK,128
